filename,old_label,new_label
R_1257.jpg,0,2
R_2451.jpg,0,2
R_2478.jpg,0,2
R_2585.jpg,0,2
R_2623.jpg,0,2
R_2676.jpg,0,2
R_2761.jpg,0,2
R_302.jpg,0,2
R_386.jpg,0,2
R_387.jpg,0,2
R_393.jpg,0,2
R_4528.jpg,0,2
R_4583.jpg,0,2
R_4602.jpg,0,2
R_4638.jpg,0,2
R_4708.jpg,0,2
R_4730.jpg,0,2
R_4869.jpg,0,2
R_4914.jpg,0,2
R_5044.jpg,0,2
R_5087.jpg,0,2
R_5095.jpg,0,2
R_5248.jpg,0,2
R_5299.jpg,0,2
R_5319.jpg,0,2
R_533.jpg,0,2
R_5340.jpg,0,2
R_5414.jpg,0,2
R_548.jpg,0,2
R_5569.jpg,0,2
R_5582.jpg,0,2
R_561.jpg,0,2
R_5631.jpg,0,2
R_566.jpg,0,2
R_5682.jpg,0,2
R_5704.jpg,0,2
R_6041.jpg,0,2
R_621.jpg,0,2
R_631.jpg,0,2
R_658.jpg,0,2
R_678.jpg,0,2
R_6935.jpg,0,2
R_697.jpg,0,2
R_6995.jpg,0,2
R_7132.jpg,0,2
R_7136.jpg,0,2
R_7141.jpg,0,2
R_7156.jpg,0,2
R_7170.jpg,0,2
R_7205.jpg,0,2
R_7225.jpg,0,2
R_7226.jpg,0,2
R_725.jpg,0,2
R_8220.jpg,0,2
R_8257.jpg,0,2
R_8295.jpg,0,1
R_8326.jpg,0,2
R_8327.jpg,0,2
R_839.jpg,0,2
R_8417.jpg,0,2
R_8580.jpg,0,2
R_9537.jpg,0,2
R_9775.jpg,0,2
R_9817.jpg,0,2
R_9828.jpg,0,2
R_9957.jpg,0,2
O_10083.jpg,2,0
O_10301.jpg,2,0
O_10704.jpg,2,0
O_11191.jpg,2,0
O_11423.jpg,2,0
O_126.jpg,2,0
O_1275.jpg,2,0
O_1276.jpg,2,0
O_152.jpg,2,0
O_1564.jpg,2,0
O_1627.jpg,2,0
O_1652.jpg,2,0
O_1678.jpg,2,0
O_1704.jpg,2,0
O_1725.jpg,2,0
O_1730.jpg,2,0
O_1864.jpg,2,0
O_1892.jpg,2,0
O_1909.jpg,2,0
O_1940.jpg,2,0
O_1959.jpg,2,0
O_1978.jpg,2,0
O_2734.jpg,2,0
O_3117.jpg,2,0
O_322.jpg,2,0
O_345.jpg,2,0
O_396.jpg,2,0
O_4055.jpg,2,0
O_457.jpg,2,0
O_476.jpg,2,0
O_4764.jpg,2,0
O_5056.jpg,2,0
O_507.jpg,2,0
O_516.jpg,2,0
O_5347.jpg,2,0
O_5700.jpg,2,0
O_5890.jpg,2,0
O_6229.jpg,2,0
O_6351.jpg,2,0
O_6862.jpg,2,0
O_7293.jpg,2,0
O_7672.jpg,2,0
O_7709.jpg,2,0
O_7776.jpg,2,1
O_7910.jpg,2,1
O_7935.jpg,2,0
O_8560.jpg,2,0
O_8563.jpg,2,0
O_8564.jpg,2,0
O_8565.jpg,2,0
O_8566.jpg,2,0
O_8567.jpg,2,0
O_8569.jpg,2,0
O_8570.jpg,2,0
O_8571.jpg,2,0
O_8573.jpg,2,0
O_8574.jpg,2,0
O_8575.jpg,2,0
O_8577.jpg,2,0
O_8578.jpg,2,0
O_8580.jpg,2,0
O_8582.jpg,2,0
O_8584.jpg,2,0
O_8585.jpg,2,0
O_8587.jpg,2,0
O_8588.jpg,2,0
O_8589.jpg,2,0
O_8590.jpg,2,0
O_8591.jpg,2,0
O_8593.jpg,2,0
O_8595.jpg,2,0
O_8598.jpg,2,0
O_8601.jpg,2,0
O_8602.jpg,2,0
O_8603.jpg,2,0
O_8605.jpg,2,0
O_8606.jpg,2,0
O_8607.jpg,2,0
O_8608.jpg,2,0
O_8609.jpg,2,0
O_8610.jpg,2,0
O_8612.jpg,2,0
O_8614.jpg,2,0
O_8615.jpg,2,0
O_8616.jpg,2,0
O_8617.jpg,2,0
O_8618.jpg,2,0
O_8619.jpg,2,0
O_8620.jpg,2,0
O_8625.jpg,2,0
O_8626.jpg,2,0
O_8627.jpg,2,0
O_8628.jpg,2,0
O_8629.jpg,2,0
O_8630.jpg,2,0
O_8633.jpg,2,0
O_8634.jpg,2,0
O_8636.jpg,2,0
O_8639.jpg,2,0
O_8640.jpg,2,0
O_8641.jpg,2,0
O_8643.jpg,2,0
O_8646.jpg,2,0
O_8647.jpg,2,0
O_8649.jpg,2,0
O_8650.jpg,2,0
O_8651.jpg,2,0
O_8652.jpg,2,0
O_8653.jpg,2,0
O_8655.jpg,2,0
O_8656.jpg,2,0
O_8658.jpg,2,0
O_8659.jpg,2,0
O_8661.jpg,2,0
O_8662.jpg,2,0
O_8663.jpg,2,0
O_8664.jpg,2,0
O_8665.jpg,2,0
O_8667.jpg,2,0
O_8669.jpg,2,0
O_8670.jpg,2,0
O_8671.jpg,2,0
O_8673.jpg,2,0
O_8674.jpg,2,0
O_8675.jpg,2,0
O_8676.jpg,2,0
O_8677.jpg,2,0
O_8678.jpg,2,0
O_8679.jpg,2,0
O_8681.jpg,2,0
O_8684.jpg,2,0
O_8685.jpg,2,0
O_8686.jpg,2,0
O_8691.jpg,2,0
O_8692.jpg,2,0
O_8693.jpg,2,0
O_8695.jpg,2,0
O_8696.jpg,2,0
O_8697.jpg,2,0
O_8699.jpg,2,0
O_8700.jpg,2,0
O_8701.jpg,2,0
O_8702.jpg,2,0
O_8703.jpg,2,0
O_8705.jpg,2,0
O_8706.jpg,2,0
O_8707.jpg,2,0
O_8708.jpg,2,0
O_8709.jpg,2,0
O_8712.jpg,2,0
O_8714.jpg,2,0
O_8715.jpg,2,0
O_8717.jpg,2,0
O_8718.jpg,2,0
O_8719.jpg,2,0
