path,label,group
/data/BDC2026/train/0_Recyclable/R_1.jpg,0,81ca7e615cd9dadec55e9f7c42d4fa3a5cd1633faed6c3852b66443c1d5b4999
/data/BDC2026/train/0_Recyclable/R_10.jpg,0,908f92a00fe03c30b27f50c71e029170797a024055deefe29fcd853e79d83f32
/data/BDC2026/train/0_Recyclable/R_100.jpg,0,22b8bc003c9760c247b96e2a6e5c358a127d2fc14b1528e9da72e82fb808b5f3
/data/BDC2026/train/0_Recyclable/R_1000.jpg,0,533149a849a90d498c1d64c4c2c7ba00d4a7eccfd2138e696c868905c2f096f7
/data/BDC2026/train/0_Recyclable/R_1001.jpg,0,8a3476de4110d1cdcad956dca5ef5fd9426f3675081219a8a5a91af204cfdc56
/data/BDC2026/train/0_Recyclable/R_1002.jpg,0,83193b56ecaec3a27ccda7af1a108da8f745a314dd3d33e20258add9c951b392
/data/BDC2026/train/0_Recyclable/R_1003.jpg,0,7da962adc38d8384a672155a70b4660539ebe69efc304cedeb0931dfa423422b
/data/BDC2026/train/0_Recyclable/R_1004.jpg,0,3c37f7b412c3dc6ab0b4a3b055be53a58c41365e07b3448011e8e0fda9191a8e
/data/BDC2026/train/0_Recyclable/R_1005.jpg,0,269c920152f5d4dacc8fd3d2a330a83309deba1292d50ee32f13ef993909ca80
/data/BDC2026/train/0_Recyclable/R_1006.jpg,0,e0b021663ce0bd148ab432116237b5a0e81b3a08817b022936dc767d80858435
/data/BDC2026/train/0_Recyclable/R_1007.jpg,0,4bc4990e5bc09798eaf07b69731d5c5612392cdf23fdbe1d8fd52d5acddeaac8
/data/BDC2026/train/0_Recyclable/R_1008.jpg,0,236e505d76dfc15d5a68770b88c294f312fe566064cba2d61c869891bcdac161
/data/BDC2026/train/0_Recyclable/R_1009.jpg,0,769e46011d603e65edc9b5d838154b1390ec8dd1802a5977710ff570e65363ab
/data/BDC2026/train/0_Recyclable/R_101.jpg,0,4f1155fc8cbcc5232eaf560dff1c20bf6caab5eed94a7a320e09641f996d2a96
/data/BDC2026/train/0_Recyclable/R_1010.jpg,0,bfce49ab46f4aeff766d7ee884cf2733b929b8315bd9d15cc5079e961663c05d
/data/BDC2026/train/0_Recyclable/R_1011.jpg,0,ba67fe147a244f09fc6aee960a56ff16bfa2c9d6495e2e54e9a8053581d8a76d
/data/BDC2026/train/0_Recyclable/R_1012.jpg,0,64e937f8c769d7cec3008cabbaf3a04a7843d91498917d564d9d4c572396afde
/data/BDC2026/train/0_Recyclable/R_1013.jpg,0,7e8219ec6955223d82a584521676461608ecf3ae6c772515d1c4576206270575
/data/BDC2026/train/0_Recyclable/R_1014.jpg,0,cb7c965bbe4c10eb9c8cad564fd20b00322b43e56d8506a324ec71fa77a23f28
/data/BDC2026/train/0_Recyclable/R_1015.jpg,0,0b665d6eb47cc11c4ada885c5357669d5134812845795b01a509a210ea1be16b
/data/BDC2026/train/0_Recyclable/R_1016.jpg,0,4a8bbd13906065f5a27bbebef1f7e64319bf0c5a51939f37a6659ef70de86d2e
/data/BDC2026/train/0_Recyclable/R_1017.jpg,0,80121318cea440410c8eb378fe2673a6cc6a9ca38c06ea715a8689efb9fcd4cd
/data/BDC2026/train/0_Recyclable/R_1018.jpg,0,a7807e9eba587c75d200cb23a24367db3b2d85f6e0f0b5abe8555f0de89ea34d
/data/BDC2026/train/0_Recyclable/R_1019.jpg,0,71aec7358375e07f17b1c8ef8e5ab0907851bb6c219b9312ce462d0e4bb42ef0
/data/BDC2026/train/0_Recyclable/R_102.jpg,0,dcfc109943d43f810b8ed7ad0cb00149121c15eb2fbc69cd5c874b7ce5357ffc
/data/BDC2026/train/0_Recyclable/R_1020.jpg,0,5b1730b1415393e49363aa4037737caa38bf87e66e774170bd0f5e2ccc16522f
/data/BDC2026/train/0_Recyclable/R_1021.jpg,0,e894ade449ff9483fdd8c3b74a6a91b5f34848dddd04bf601c6a2e9f8aa1d230
/data/BDC2026/train/0_Recyclable/R_1022.jpg,0,ad9286123fe9cf23d965579aac441db61781181a3a9eb6210bb383766281621d
/data/BDC2026/train/0_Recyclable/R_1023.jpg,0,f5fd43730fe616b81f9837863cd86447bd2313c61be29aced5e702d2b7093f42
/data/BDC2026/train/0_Recyclable/R_1024.jpg,0,e2c25bb744fd7d9f58bf0ef282f22eadc39851a20e23eb8c31c0573bf351f5ae
/data/BDC2026/train/0_Recyclable/R_1025.jpg,0,e27fbbf32ac9816ecafeb2777b5981376c498cf86ba525b1542ee514232f5598
/data/BDC2026/train/0_Recyclable/R_1026.jpg,0,bb1412cdc281725238e41190d353faad6dc8a29f8b7ab6cf5eca85bafde2872c
/data/BDC2026/train/0_Recyclable/R_1027.jpg,0,78ace6be3c4e2b5b587bc00b10b10f7d1e03fbab6d9475cbd824424ec7ffd8d3
/data/BDC2026/train/0_Recyclable/R_1028.jpg,0,350d437bb5ec003d854ce1ab206a02b5a7d9736a08f8df66d41dc82b09853c82
/data/BDC2026/train/0_Recyclable/R_1029.jpg,0,ef4f99709e6f31c509c0674c8c6fb5df41f6ec0c2622a67789e1e7c7659737ad
/data/BDC2026/train/0_Recyclable/R_103.jpg,0,38500ff7a558754b1c722eb5c5cd6846bda3b4c8de90e72c4f1d69ab7d8965f3
/data/BDC2026/train/0_Recyclable/R_1030.jpg,0,d77c6adafa408a030969a877dd26cbbd373ef873b02eb960d1fc83c2c5dc3e07
/data/BDC2026/train/0_Recyclable/R_1031.jpg,0,c8deaa0be64bec0c16b1021580907c3bc015e1ac8f3850371caf7a946688802c
/data/BDC2026/train/0_Recyclable/R_1032.jpg,0,519fc9897146400216c78feb53f9369821685806f2f2861dcb2ac7df805876f0
/data/BDC2026/train/0_Recyclable/R_1033.jpg,0,62dab6da1f6f647e78cc12bbaa0260ded1ebbf013bd60946c9c31a561f8d76e7
/data/BDC2026/train/0_Recyclable/R_1034.jpg,0,f85a938750d0f23d3284a386cdab0143ebdb113f1a2331ebe4d8c1ef3e7b4b86
/data/BDC2026/train/0_Recyclable/R_1035.jpg,0,44d5340c504f16cba5c0ec28f3d14d4be714c4e14af0f4d1737fa7078e37b57c
/data/BDC2026/train/0_Recyclable/R_1036.jpg,0,30665848ebc84a3bd4f08c5966bbdc6283d71fd90236bc0823876a402d9511d5
/data/BDC2026/train/0_Recyclable/R_1037.jpg,0,916a9249a7e0d8105a444a580b33811cb67c0f173065865810af85f091f74bd3
/data/BDC2026/train/0_Recyclable/R_1038.jpg,0,1860a310c7a6cb32002f3f3026bf11979a78c1b99174689bca1c97b024cd1908
/data/BDC2026/train/0_Recyclable/R_1039.jpg,0,7ced5cc5c3a9b361ed6fb662a566eee86eeb41ce2a5beccdfacce013a20b9fa2
/data/BDC2026/train/0_Recyclable/R_104.jpg,0,be320105da76376753b1f40fb30e6fc9da347fc1273bc19edf16aa5a6262d9ff
/data/BDC2026/train/0_Recyclable/R_1040.jpg,0,59bcb123d64bac22ee24401d85467c7f21886cf0c85162e9afc2e2cc96f7af0d
/data/BDC2026/train/0_Recyclable/R_1041.jpg,0,e7cfe965e46e1e75581d90bca8ef0179c790bf596da4c5f26a29b1892c8f4c2c
/data/BDC2026/train/0_Recyclable/R_1042.jpg,0,c11f057b4c0d88b880b5a52eb8fd31204895789a5a6632516086206e6a1f051e
/data/BDC2026/train/0_Recyclable/R_1043.jpg,0,1b0f0b47f3d03f50f83c77c988345fdb60356baa23d4cc4d95475a703ffa134b
/data/BDC2026/train/0_Recyclable/R_1044.jpg,0,f785b3befe8bc0b2e9c10e6beecaf2b8c10158e600b19ebe7290f2cd6adf5e1e
/data/BDC2026/train/0_Recyclable/R_1045.jpg,0,3d66c97fbdb5a774784dcfc17c6796cf9e1780f0c3e7a24d8a3af06aee8f4dc1
/data/BDC2026/train/0_Recyclable/R_1046.jpg,0,16c5f3740476ce1e347d420bdc65d60bf71b38c6cd9933788c44cb80c7933e7c
/data/BDC2026/train/0_Recyclable/R_1047.jpg,0,d5d1df2978290603e4f402c2af2bdd422497de91722198b63dd72c94fc9ef1d3
/data/BDC2026/train/0_Recyclable/R_1048.jpg,0,fd7b4754d86a27fa6447f83f225965d109cabc26ba2a7b9588b64302ee79d3ab
/data/BDC2026/train/0_Recyclable/R_1049.jpg,0,8d1f89c5961eba7d40d5cf65fb74d40f67fcca9219e1764a284e6d12368fe1d5
/data/BDC2026/train/0_Recyclable/R_105.jpg,0,e45779c63bf2a00a628a299071f93e6dff2ed061021508c4b208167c0db66b33
/data/BDC2026/train/0_Recyclable/R_1050.jpg,0,d6d09e75271a23f4d3a2062d77b5436bb76d0c1027001c8af7ce00cd282361dd
/data/BDC2026/train/0_Recyclable/R_1051.jpg,0,350f43699499d3b700349a4164fd35fa3916ac9665d721b99ea56b7d7f7332c4
/data/BDC2026/train/0_Recyclable/R_1052.jpg,0,f5f6ea95834b8b07a3b708068c1e5bb3e953f7fbafc4bbe4429df63c317ac173
/data/BDC2026/train/0_Recyclable/R_1053.jpg,0,ab5293890cd77dc7ab7bfabb8a8f8607d4d2fac45fb763f8c38031f2bcd60f07
/data/BDC2026/train/0_Recyclable/R_1054.jpg,0,35515c75ab3eae83fbf0dc95e83d42147fc8bc8d7caf178b87ea05703813eccd
/data/BDC2026/train/0_Recyclable/R_1055.jpg,0,02dd1889473003cc4dcc48537b2d8f1661cd63275a6e2b7fb60040e1abaeda53
/data/BDC2026/train/0_Recyclable/R_1056.jpg,0,b749b44a4ac5d08c53867ff59be3231788d7e0c5efa48aad4bed5abeb48c5bd4
/data/BDC2026/train/0_Recyclable/R_1057.jpg,0,0a533fd72cead212da8e07573db20057e17ed73c45ad963250a78e6338b456bc
/data/BDC2026/train/0_Recyclable/R_1058.jpg,0,1388d294b80975c5fe4563ee49f03aaeb613cfa297b4012d63a13207f8ad5805
/data/BDC2026/train/0_Recyclable/R_1059.jpg,0,dc2d5dc42197af3f4a0ce2b276126e0fadc364c2c24bc298cd9f052c7be45b8e
/data/BDC2026/train/0_Recyclable/R_106.jpg,0,b2bec60f5d34cf6c3ec0c85ad5be9daee527dc8eb78cac4aa19f74a653f77858
/data/BDC2026/train/0_Recyclable/R_1060.jpg,0,4234a413121aa01a345bdbe4783165ee13c42f3516a5a48493b05e975de07020
/data/BDC2026/train/0_Recyclable/R_1061.jpg,0,4d3468d729bb3e4c40eec6d0f328a9e42f4c1e1044b1424d5e70d4bc82359704
/data/BDC2026/train/0_Recyclable/R_1062.jpg,0,ec41f5abe73e396d000983a4571754ebc01db143858821093945f7616db6230b
/data/BDC2026/train/0_Recyclable/R_1063.jpg,0,d607d94cefe3f025c98ac0a4e6e3db2bc336b55f30cba24e70a6e4efcc0f6ba6
/data/BDC2026/train/0_Recyclable/R_1064.jpg,0,8d24b27193352f5f330b948f0abd927704c59b9fef106bcd1851ee4df804f4fa
/data/BDC2026/train/0_Recyclable/R_1065.jpg,0,fa253a268317ef90f16bc3f56a96d339d7a860f1481285d52bdf28c00b5ed2c5
/data/BDC2026/train/0_Recyclable/R_1066.jpg,0,786ce277e6910de0b4cca20fd7b9025e3eced499099ff3847cbb60e25f9d7da9
/data/BDC2026/train/0_Recyclable/R_1067.jpg,0,f24e6ddefe147debff90fce5196f937f7ca58a30c83287b522f43647a2c65067
/data/BDC2026/train/0_Recyclable/R_1068.jpg,0,20a3277ae8c150720d0d91b41b0d1c3f4fcc2d8e4914ab761e6dc800aacfaa81
/data/BDC2026/train/0_Recyclable/R_1069.jpg,0,edf408c21128da9842263d71776ca5d51840bed2e896dba44cf79d858469200a
/data/BDC2026/train/0_Recyclable/R_107.jpg,0,dfe377e7a14b5d5f558544f18e235b47f68b718ca4d09711ddd2b40ba430fdbb
/data/BDC2026/train/0_Recyclable/R_1070.jpg,0,1e43b467c066911f1a76f5de4ad700be7118bf19b0ba7de27dec562d2a35548f
/data/BDC2026/train/0_Recyclable/R_1071.jpg,0,c0d86fc03bc9f5eee0878288f88849a76de78b0efd3fb5a85dcc3327f65a53ac
/data/BDC2026/train/0_Recyclable/R_1072.jpg,0,3eb19322823c4c96a4670aa6a2f078453a4c1ce0e99db903a8394c5bddbaa962
/data/BDC2026/train/0_Recyclable/R_1073.jpg,0,c49e47f9f49faa78fc5df8bdc28b73607e2dee24aa90e3ebe6346fc4e93c8bae
/data/BDC2026/train/0_Recyclable/R_1074.jpg,0,2da81632c2952cb6e6050b8e15d0b9ef5ab24470de214f615cad3347fa3c2bc0
/data/BDC2026/train/0_Recyclable/R_1075.jpg,0,dd79cdfce954fe26259a1a275fe7554b59c559732321ee352463d24e28a2ee3a
/data/BDC2026/train/0_Recyclable/R_1076.jpg,0,684d5e67580b7a0c078f4493bcbc4c1dcaa92e28e9c87fd96ff9f1746726d73d
/data/BDC2026/train/0_Recyclable/R_1077.jpg,0,8aa46a88f88ceb4fac01b70be1ce978b74c890a9dbc74e7fdeb6e5dde587cf8f
/data/BDC2026/train/0_Recyclable/R_1078.jpg,0,0765acaf4dd02cd92cb657ed8ccfb4b4e381b833b9a802c501c6ddf9b4d7960d
/data/BDC2026/train/0_Recyclable/R_1079.jpg,0,4426269980b5663d06966caa224c694384ccfc101eed97034fdeaa9286741e6b
/data/BDC2026/train/0_Recyclable/R_108.jpg,0,fc4119aecba554f20b1bfb9ebe4498cca6742613bee78be41de99fa298e83388
/data/BDC2026/train/0_Recyclable/R_1080.jpg,0,c6688ee24473acd1969be568fc1e272400b6cd4ff31dfddad5e7fd8b831cec9d
/data/BDC2026/train/0_Recyclable/R_1081.jpg,0,91764853601e75b2be0e8453d3c3d02c20009e36200770bdd70859d1427eda11
